UniProtID,function,process,component,degree,betweenness_centrality,clustering_coefficent
P51511,GO:0004222///GO:0005509///GO:0005515///GO:0008047///GO:0008233///GO:0008237///GO:0008270///GO:0016787///GO:0046872///GO:0070006,GO:0006464///GO:0006508///GO:0022617///GO:0030574///GO:0032355///GO:0035987///GO:0043085,GO:0005886///GO:0005887///GO:0016020///GO:0016021///GO:0031012,4,8.2092032709e-07,0.0
P51512,GO:0004222///GO:0005509///GO:0008047///GO:0008233///GO:0008237///GO:0008270///GO:0016787///GO:0046872///GO:0070006,GO:0001503///GO:0001958///GO:0006508///GO:0016485///GO:0019538///GO:0022617///GO:0030574///GO:0035988///GO:0043085///GO:0048701///GO:0060348///GO:0097094,GO:0005576///GO:0005578///GO:0005796///GO:0005886///GO:0005887///GO:0009986///GO:0016020///GO:0016021///GO:0031012,4,6.09511069009e-07,0.0
P08670,GO:0001948///GO:0003725///GO:0005198///GO:0005200///GO:0005212///GO:0005515///GO:0008022///GO:0042802///GO:0097110///GO:1990254,GO:0006928///GO:0010628///GO:0010977///GO:0014002///GO:0016032///GO:0030049///GO:0045103///GO:0045109///GO:0060020///GO:0060395///GO:0070307,GO:0005737///GO:0005777///GO:0005829///GO:0005856///GO:0005882///GO:0005886///GO:0005925///GO:0031012///GO:0031252///GO:0042995///GO:0043005///GO:0070062,249,0.00299067063086,0.0538606037051
P08758,GO:0004859///GO:0005509///GO:0005515///GO:0005543///GO:0005544,GO:0002576///GO:0007165///GO:0007596///GO:0007599///GO:0010033///GO:0043066///GO:0043086///GO:0050819,GO:0005576///GO:0005622///GO:0005737///GO:0005829///GO:0005925///GO:0009897///GO:0016020///GO:0070062///GO:0072563,32,0.000247754949894,0.0967741935484
P09038,GO:0004713///GO:0005088///GO:0005104///GO:0005125///GO:0005515///GO:0008083///GO:0008201///GO:0016303///GO:0030374///GO:0042056///GO:0046934///GO:0090722,GO:0000165///GO:0000187///GO:0001525///GO:0001658///GO:0001938///GO:0002042///GO:0006661///GO:0006935///GO:0007165///GO:0007265///GO:0007275///GO:0007399///GO:0008284///GO:0008543///GO:0009887///GO:0010764///GO:0010863///GO:0014066///GO:0014843///GO:0018108///GO:0030154///GO:0030198///GO:0030214///GO:0032958///GO:0035019///GO:0036092///GO:0042060///GO:0042660///GO:0043406///GO:0043536///GO:0043537///GO:0043547///GO:0043552///GO:0045765///GO:0045766///GO:0045893///GO:0045944///GO:0046854///GO:0048015///GO:0048598///GO:0050918///GO:0051209///GO:0051781///GO:0060045///GO:0060548///GO:0060591///GO:0061045///GO:0070374///GO:0072089///GO:1903672///GO:2000544///GO:2000546,GO:0005576///GO:0005615///GO:0005634,30,0.000260453540444,0.0459770114943
P31431,GO:0001968///GO:0005080///GO:0005515///GO:0070053,GO:0001523///GO:0001657///GO:0001843///GO:0006024///GO:0006027///GO:0007165///GO:0010762///GO:0030203///GO:0042060///GO:0042130///GO:0045860///GO:0050900///GO:0051496///GO:0051894///GO:0060122///GO:1903543///GO:1903553,GO:0005576///GO:0005796///GO:0005886///GO:0005887///GO:0005925///GO:0009986///GO:0016020///GO:0016021///GO:0043034///GO:0043202///GO:0045121///GO:0070062,19,5.55980879586e-05,0.116959064327
P34741,GO:0005515///GO:0030165,GO:0001523///GO:0006024///GO:0006027///GO:0007399///GO:0008150///GO:0008218///GO:0030154///GO:0030203///GO:0048013///GO:0048814///GO:0050900,GO:0005796///GO:0005886///GO:0016020///GO:0016021///GO:0043202,36,0.000271003616111,0.0650793650794
P19320,GO:0005178///GO:0008131///GO:0050839,GO:0001666///GO:0002526///GO:0002544///GO:0007155///GO:0007157///GO:0007159///GO:0007160///GO:0007568///GO:0007584///GO:0009308///GO:0010043///GO:0010212///GO:0016032///GO:0016337///GO:0022614///GO:0030183///GO:0030198///GO:0032496///GO:0035094///GO:0035584///GO:0035924///GO:0042102///GO:0045471///GO:0050776///GO:0050901///GO:0055114///GO:0060326///GO:0060333///GO:0071356,GO:0002102///GO:0005615///GO:0005769///GO:0005783///GO:0005794///GO:0005886///GO:0005902///GO:0009897///GO:0009986///GO:0016020///GO:0016021///GO:0030175///GO:0042383///GO:0045177///GO:0070062///GO:0071065,629,0.00591286067688,0.0362267475418
P37173,GO:0000166///GO:0004672///GO:0004674///GO:0004675///GO:0004702///GO:0004872///GO:0005024///GO:0005026///GO:0005515///GO:0005524///GO:0005539///GO:0016301///GO:0016740///GO:0031435///GO:0034713///GO:0034714///GO:0046332///GO:0046872///GO:0050431,GO:0001568///GO:0001569///GO:0001570///GO:0001666///GO:0001701///GO:0001947///GO:0002053///GO:0002088///GO:0002651///GO:0002663///GO:0002666///GO:0003148///GO:0003149///GO:0003151///GO:0003181///GO:0003186///GO:0003214///GO:0003274///GO:0003417///GO:0003430///GO:0006468///GO:0006898///GO:0006915///GO:0007178///GO:0007179///GO:0007182///GO:0007219///GO:0007224///GO:0007369///GO:0007420///GO:0007507///GO:0007566///GO:0007568///GO:0007584///GO:0008284///GO:0008285///GO:0009612///GO:0009749///GO:0009887///GO:0010033///GO:0010468///GO:0010634///GO:0010718///GO:0014070///GO:0016310///GO:0018105///GO:0018107///GO:0023014///GO:0030154///GO:0030324///GO:0030512///GO:0031100///GO:0032147///GO:0035162///GO:0040008///GO:0042060///GO:0042127///GO:0042493///GO:0043011///GO:0043415///GO:0043627///GO:0045766///GO:0048545///GO:0048565///GO:0048661///GO:0048701///GO:0051138///GO:0051216///GO:0060021///GO:0060044///GO:0060389///GO:0060412///GO:0060425///GO:0060433///GO:0060434///GO:0060439///GO:0060440///GO:0060443///GO:0060463///GO:0070723///GO:1905007///GO:1990086///GO:2000379///GO:1905315,GO:0005737///GO:0005829///GO:0005886///GO:0005887///GO:0005901///GO:0009897///GO:0009986///GO:0016020///GO:0016021///GO:0043235///GO:0045121///GO:0070022,57,0.00076149241353,0.093984962406
Q13418,GO:0000166///GO:0004672///GO:0004674///GO:0004871///GO:0005178///GO:0005515///GO:0005524///GO:0016301///GO:0016740///GO:0017124///GO:0019901,GO:0000165///GO:0001558///GO:0001658///GO:0001954///GO:0003151///GO:0006468///GO:0006469///GO:0007050///GO:0007160///GO:0007229///GO:0007275///GO:0007569///GO:0008283///GO:0008284///GO:0010667///GO:0010761///GO:0014044///GO:0014912///GO:0016310///GO:0018105///GO:0021675///GO:0022011///GO:0030030///GO:0030335///GO:0030513///GO:0032288///GO:0032956///GO:0034329///GO:0034446///GO:0042327///GO:0043066///GO:0043406///GO:0043410///GO:0043491///GO:0043524///GO:0045197///GO:0045663///GO:0045669///GO:0045773///GO:0045893///GO:0048662///GO:0048812///GO:0050772///GO:0050775///GO:0051291///GO:0051897///GO:0070527///GO:0090263///GO:0097435///GO:2000178,GO:0001725///GO:0005654///GO:0005737///GO:0005829///GO:0005886///GO:0005911///GO:0005925///GO:0016020///GO:0030017///GO:0030027///GO:0030054///GO:0030424///GO:0042995///GO:0043025///GO:0043034///GO:0043195///GO:0043198///GO:0043234,368,0.00366048774845,0.0439521383722
Q14790,GO:0004197///GO:0005123///GO:0005164///GO:0005515///GO:0008233///GO:0008234///GO:0016787///GO:0031625///GO:0032403///GO:0035877///GO:0042802///GO:0097110///GO:0097153///GO:0097199///GO:0097200,GO:0006508///GO:0006915///GO:0006919///GO:0007166///GO:0009409///GO:0010803///GO:0016032///GO:0030101///GO:0030225///GO:0032025///GO:0032355///GO:0032496///GO:0034612///GO:0035666///GO:0036462///GO:0039650///GO:0042110///GO:0042113///GO:0042981///GO:0043123///GO:0043124///GO:0045471///GO:0045651///GO:0045862///GO:0046677///GO:0051603///GO:0060544///GO:0060715///GO:0070423///GO:0071260///GO:0071407///GO:0071550///GO:0097190///GO:0097191///GO:0097194///GO:0097202///GO:0097296///GO:1900740///GO:1902041///GO:1902042,GO:0005654///GO:0005737///GO:0005739///GO:0005741///GO:0005829///GO:0005856///GO:0031264///GO:0031265///GO:0043005///GO:0043234///GO:0044297///GO:0045121///GO:0097342,132,0.000772790469568,0.0803839925977
P09493,GO:0003779///GO:0005200///GO:0005515///GO:0008092///GO:0008307///GO:0051015,GO:0001701///GO:0003065///GO:0006928///GO:0006936///GO:0006937///GO:0007010///GO:0007015///GO:0008016///GO:0008360///GO:0030049///GO:0030336///GO:0031529///GO:0032781///GO:0034614///GO:0042060///GO:0045214///GO:0045785///GO:0051496///GO:0055010///GO:0060048///GO:1904706///GO:1904753,GO:0001725///GO:0005737///GO:0005829///GO:0005856///GO:0005862///GO:0005884///GO:0015629///GO:0030016///GO:0030017///GO:0031941///GO:0032059///GO:0032587,59,0.000287282919212,0.0853302162478
P10909,GO:0005515///GO:0031625///GO:0051087///GO:0051787///GO:0016887,GO:0000902///GO:0001774///GO:0001836///GO:0002376///GO:0002576///GO:0006629///GO:0006915///GO:0006956///GO:0006958///GO:0009615///GO:0017038///GO:0019730///GO:0032286///GO:0032436///GO:0032463///GO:0032760///GO:0043065///GO:0043691///GO:0045087///GO:0045429///GO:0050821///GO:0051092///GO:0051131///GO:0051788///GO:0061077///GO:0061518///GO:0097193///GO:1900221///GO:1901214///GO:1901216///GO:1902004///GO:1902230///GO:1902430///GO:1902847///GO:1902949///GO:1902998///GO:2000060///GO:2001244,GO:0005576///GO:0005615///GO:0005622///GO:0005634///GO:0005737///GO:0005739///GO:0005783///GO:0005794///GO:0005829///GO:0009986///GO:0016020///GO:0031012///GO:0031093///GO:0031410///GO:0031966///GO:0034366///GO:0042583///GO:0043231///GO:0043234///GO:0048471///GO:0070062///GO:0072562///GO:0097418///GO:0097440,77,0.00108079846958,0.0396445659604
P13497,GO:0004222///GO:0004252///GO:0005125///GO:0005509///GO:0005515///GO:0008083///GO:0008233///GO:0008237///GO:0008270///GO:0016787///GO:0046872,GO:0001501///GO:0001502///GO:0001503///GO:0006508///GO:0007275///GO:0022617///GO:0030154///GO:0042157///GO:0051216///GO:0061036,GO:0005576///GO:0005578///GO:0005615///GO:0005794///GO:0031982,16,0.000135923075655,0.05
Q13316,GO:0005178///GO:0005509///GO:0050840,GO:0001503///GO:0010811///GO:0030198///GO:0031214///GO:0070173,GO:0005576///GO:0005578///GO:0005634///GO:0005737,3,3.92163494617e-07,0.0
Q15113,GO:0005515///GO:0005518///GO:0008201///GO:0016504,GO:0006508///GO:0007275///GO:0010952,GO:0005576///GO:0005615///GO:0070062///GO:0031012,14,2.94522214873e-05,0.0769230769231
P14151,GO:0002020///GO:0005515///GO:0008201///GO:0030246///GO:0043208///GO:0050839,GO:0007155///GO:0033198///GO:0043312///GO:0050776///GO:0050900,GO:0005886///GO:0005887///GO:0009897///GO:0009986///GO:0016020///GO:0016021///GO:0030667,15,0.000247063184614,0.0761904761905
P13611,GO:0005201///GO:0005509///GO:0005515///GO:0005539///GO:0005540///GO:0030246,GO:0001501///GO:0001649///GO:0007155///GO:0007275///GO:0007417///GO:0008037///GO:0008347///GO:0030198///GO:0030203///GO:0030206///GO:0030207///GO:0030208,GO:0005576///GO:0005578///GO:0005615///GO:0005796///GO:0016020///GO:0031012///GO:0043202,17,2.83524578116e-05,0.0882352941176
P16070,GO:0005515///GO:0005518///GO:0005540///GO:0004896,GO:0007155///GO:0007160///GO:0016337///GO:0022617///GO:0030198///GO:0030214///GO:0033138///GO:0034116///GO:0043066///GO:0043154///GO:0043312///GO:0043518///GO:0044344///GO:0050731///GO:0050900///GO:0051216///GO:0060333///GO:0070374///GO:0070487///GO:1900625///GO:1902166,GO:0005794///GO:0005829///GO:0005886///GO:0005887///GO:0005925///GO:0009986///GO:0016020///GO:0016021///GO:0030667///GO:0035692///GO:0070062,61,0.000693833981951,0.0792349726776
P16109,GO:0001530///GO:0001948///GO:0005515///GO:0008201///GO:0030246///GO:0033691///GO:0042806///GO:0043208///GO:0048306///GO:0070492,GO:0002576///GO:0002687///GO:0006954///GO:0007155///GO:0007157///GO:0007159///GO:0010572///GO:0014068///GO:0032496///GO:0033623///GO:0035584///GO:0050829///GO:0050900///GO:0050901,GO:0005615///GO:0005886///GO:0005887///GO:0009897///GO:0016020///GO:0016021///GO:0031088///GO:0031092,9,8.97423886939e-06,0.0
P15502,GO:0005201///GO:0005515,GO:0007585///GO:0008015///GO:0008283///GO:0009887///GO:0022617///GO:0030198,GO:0005576///GO:0005578///GO:0071953,25,0.000305903774265,0.0533333333333
P39900,GO:0004175///GO:0004222///GO:0004252///GO:0005509///GO:0008233///GO:0008237///GO:0008270///GO:0016787///GO:0046872,GO:0006508///GO:0022617///GO:0030574///GO:0035313///GO:0042060///GO:0060054,GO:0005576///GO:0005578///GO:0005615///GO:0031012,6,1.67727747007e-05,0.0666666666667
P17936,GO:0001968///GO:0005515///GO:0005520///GO:0008160///GO:0019838///GO:0031994///GO:0031995///GO:0046872,GO:0001558///GO:0001649///GO:0001933///GO:0006468///GO:0006915///GO:0008285///GO:0009968///GO:0010906///GO:0014912///GO:0040008///GO:0042981///GO:0043065///GO:0043085///GO:0043410///GO:0043567///GO:0043568///GO:0044267///GO:0044342///GO:0045663///GO:0048662,GO:0005576///GO:0005615///GO:0005634///GO:0016942///GO:0042567///GO:0070062,31,0.000262334737065,0.0666666666667
P24593,GO:0001968///GO:0005515///GO:0005520///GO:0019838///GO:0031994///GO:0031995,GO:0001558///GO:0001649///GO:0006006///GO:0007165///GO:0007565///GO:0007568///GO:0010906///GO:0014912///GO:0017148///GO:0030336///GO:0031069///GO:0035556///GO:0040008///GO:0042593///GO:0043568///GO:0043569///GO:0044267///GO:0044342///GO:0045668///GO:0045926///GO:0048286///GO:0048662///GO:0051146///GO:0051897///GO:0060056///GO:0060416///GO:0071320///GO:0071407///GO:1901862///GO:1904205,GO:0005576///GO:0005622///GO:0016942///GO:0042567,17,2.57616881851e-05,0.0808823529412
Q9H3U7,GO:0005509///GO:0005539///GO:0008201///GO:0046872,GO:0007165///GO:0010811///GO:0030198,GO:0005576///GO:0005578///GO:0005604///GO:0005614,2,8.56058418208e-08,0.0
Q9H4F8,GO:0005509///GO:0005515///GO:0046872,GO:0001654///GO:0007165///GO:0007275///GO:0030154///GO:0045667///GO:0060173,GO:0005576///GO:0005578///GO:0005604,3,1.51723792214e-07,0.333333333333
Q14112,GO:0005509///GO:0005515///GO:0005518,GO:0007155///GO:0007160///GO:0030198///GO:0071711,GO:0005576///GO:0005578///GO:0005604///GO:0005615///GO:0005886///GO:0031012///GO:0070062,10,1.00234171781e-05,0.0666666666667
Q16820,GO:0004222///GO:0005515///GO:0008233///GO:0008237///GO:0008270///GO:0016787///GO:0046872,GO:0006508///GO:0006954///GO:0007586///GO:1901998,GO:0005576///GO:0005615///GO:0005886///GO:0005887///GO:0016020///GO:0016021,14,0.00027509707263,0.0769230769231
P25705,GO:0000166///GO:0003723///GO:0005515///GO:0005524///GO:0022857///GO:0032559///GO:0042288///GO:0046933///GO:0016887,GO:0001937///GO:0006629///GO:0006754///GO:0006810///GO:0006811///GO:0009790///GO:0015986///GO:0015992///GO:0042776///GO:0046034///GO:0099132,GO:0005739///GO:0005743///GO:0005753///GO:0005759///GO:0005886///GO:0016020///GO:0031012///GO:0043209///GO:0045261///GO:0070062///GO:0008180,103,0.000506653255999,0.185798591281
P26006,GO:0001948///GO:0001968///GO:0002020///GO:0005178///GO:0005515///GO:0005518///GO:0019904///GO:0043236///GO:0046872///GO:0046982,GO:0001764///GO:0007155///GO:0007160///GO:0007229///GO:0007507///GO:0007613///GO:0010628///GO:0010634///GO:0010811///GO:0010976///GO:0017015///GO:0030111///GO:0030198///GO:0030324///GO:0030510///GO:0031345///GO:0034698///GO:0035024///GO:0035640///GO:0042493///GO:0043588///GO:0044708///GO:0048333///GO:0050900///GO:0060135///GO:0072006///GO:0090004///GO:0097062///GO:0097205,GO:0005886///GO:0005925///GO:0008305///GO:0009897///GO:0009986///GO:0016020///GO:0016021///GO:0016323///GO:0030054///GO:0030426///GO:0031527///GO:0034667///GO:0042995///GO:0043235///GO:0045202///GO:0048471///GO:0060076///GO:0070062///GO:0071438///GO:0071944///GO:0097060,16,1.825373699e-05,0.15
P26022,GO:0001849///GO:0001872///GO:0005515///GO:0042802///GO:0046790,GO:0001878///GO:0006954///GO:0008228///GO:0043312///GO:0044869///GO:0044871///GO:0045087///GO:0045429///GO:0046597///GO:0050766///GO:1903016///GO:1903019,GO:0005576///GO:0005615///GO:0035580///GO:1904724,6,7.8200708088e-07,0.2
Q14624,GO:0004866///GO:0004867///GO:0005515///GO:0030414,GO:0002576///GO:0006953///GO:0010466///GO:0010951///GO:0030212///GO:0034097,GO:0005576///GO:0005737///GO:0005886///GO:0031089///GO:0070062///GO:0072562,5,1.74999661859e-05,0.2
Q86SQ9,GO:0005515///GO:0016740///GO:0016765///GO:0002094,GO:0006486///GO:0006489///GO:0016094,GO:0005783///GO:0005789///GO:0016020,4,1.29677075393e-05,0.0
P28799,GO:0003723///GO:0005125///GO:0005515///GO:0008083,GO:0007165///GO:0043312,GO:0005576///GO:0005615///GO:0005764///GO:0005768///GO:0005783///GO:0035578///GO:0070062,40,0.000291246012336,0.0461538461538
P31151,GO:0005509///GO:0005515///GO:0008270///GO:0046872///GO:0046914///GO:0050786,GO:0000302///GO:0001525///GO:0008544///GO:0010820///GO:0019730///GO:0030216///GO:0032496///GO:0043312///GO:0045087///GO:0050829///GO:0051238///GO:0070374///GO:0071624///GO:0090026,GO:0005576///GO:0005634///GO:0005737///GO:0005783///GO:0005829///GO:0005925///GO:0035578///GO:0070062,27,5.23436814488e-05,0.0569800569801
Q14767,GO:0005509///GO:0005515///GO:0008201///GO:0019838,GO:0006605///GO:0007179///GO:0009306///GO:0097435,GO:0005576///GO:0005578///GO:0005615///GO:0005622///GO:0070062///GO:0031012,5,5.40110658942e-06,0.1
Q16787,GO:0005102///GO:0005198,GO:0007155///GO:0008544///GO:0022617///GO:0030155///GO:0030198///GO:0030334///GO:0031581///GO:0035987///GO:0045995,GO:0005576///GO:0005578///GO:0005604///GO:0005610///GO:0070062,8,9.59983669599e-06,0.0714285714286
P35556,GO:0005201///GO:0005509///GO:0005515///GO:0030023,GO:0022617///GO:0030198///GO:0030326///GO:0030501///GO:0035108///GO:0035583///GO:0043010///GO:0045669///GO:0048048///GO:0060346///GO:0090287,GO:0001527///GO:0005576///GO:0005578///GO:0031012,12,5.27373985254e-05,0.0909090909091
P61812,GO:0001540///GO:0004702///GO:0005102///GO:0005114///GO:0005125///GO:0005160///GO:0005515///GO:0008083///GO:0034714///GO:0042803///GO:0046982,GO:0000902///GO:0001501///GO:0001502///GO:0001525///GO:0001568///GO:0001654///GO:0001666///GO:0001822///GO:0001837///GO:0001843///GO:0001942///GO:0001974///GO:0002576///GO:0003007///GO:0003148///GO:0003149///GO:0003179///GO:0003181///GO:0003184///GO:0003203///GO:0003215///GO:0003222///GO:0003274///GO:0003289///GO:0003407///GO:0006468///GO:0007050///GO:0007179///GO:0007184///GO:0007267///GO:0007411///GO:0007435///GO:0007507///GO:0008219///GO:0008283///GO:0008284///GO:0008285///GO:0008347///GO:0008584///GO:0009611///GO:0009790///GO:0010002///GO:0010628///GO:0010629///GO:0010634///GO:0010693///GO:0010718///GO:0010862///GO:0010936///GO:0014068///GO:0016049///GO:0016477///GO:0023014///GO:0030097///GO:0030198///GO:0030199///GO:0030307///GO:0030308///GO:0030326///GO:0030509///GO:0030593///GO:0031069///GO:0032147///GO:0032570///GO:0032874///GO:0032909///GO:0032956///GO:0033630///GO:0035910///GO:0042060///GO:0042416///GO:0042476///GO:0042493///GO:0042637///GO:0042704///GO:0042981///GO:0043525///GO:0045216///GO:0045726///GO:0045778///GO:0045787///GO:0045823///GO:0046580///GO:0048103///GO:0048468///GO:0048566///GO:0048663///GO:0048666///GO:0048699///GO:0048839///GO:0050680///GO:0050714///GO:0050777///GO:0050778///GO:0051781///GO:0051795///GO:0051891///GO:0060021///GO:0060038///GO:0060065///GO:0060317///GO:0060325///GO:0060389///GO:0060395///GO:0060412///GO:0060413///GO:0061037///GO:0061626///GO:0070237///GO:0090091///GO:0097191///GO:1900182///GO:1902256///GO:1903053///GO:1903701///GO:1904426///GO:1904888///GO:1905006///GO:1905007///GO:2001241///GO:1903659,GO:0005576///GO:0005615///GO:0005768///GO:0030424///GO:0031012///GO:0031093///GO:0043025,18,9.31408443911e-05,0.202614379085
Q08397,GO:0005507///GO:0016491///GO:0016641///GO:0046872,GO:0018277///GO:0030198///GO:0032496///GO:0035904///GO:0055114,GO:0001669///GO:0005576///GO:0005578///GO:0005604///GO:0005615///GO:0005737///GO:0031012,5,7.70287660236e-06,0.3
Q15582,GO:0005178///GO:0005515///GO:0005518///GO:0050840,GO:0001525///GO:0002062///GO:0007155///GO:0007162///GO:0007601///GO:0008283///GO:0030198///GO:0044267///GO:0050896,GO:0005576///GO:0005578///GO:0005604///GO:0005615///GO:0005802///GO:0005886///GO:0031012///GO:0070062,10,1.85197324732e-05,0.0888888888889
Q16270,GO:0005515///GO:0005520///GO:0019838,GO:0001558///GO:0007155///GO:0007566///GO:0008285///GO:0009408///GO:0014070///GO:0032526///GO:0032870///GO:0050810///GO:0051414,GO:0005576///GO:0005615///GO:0070062///GO:0031012,16,6.21881390358e-05,0.00833333333333
P78536,GO:0004222///GO:0005112///GO:0005138///GO:0005178///GO:0005515///GO:0008233///GO:0008237///GO:0016787///GO:0017124///GO:0030165///GO:0046872,GO:0001666///GO:0001934///GO:0002446///GO:0002467///GO:0002690///GO:0006508///GO:0006509///GO:0007155///GO:0007173///GO:0007219///GO:0007220///GO:0008284///GO:0010820///GO:0030183///GO:0030307///GO:0030335///GO:0030511///GO:0030512///GO:0031293///GO:0031659///GO:0032496///GO:0032722///GO:0033025///GO:0033077///GO:0033209///GO:0033627///GO:0035313///GO:0035625///GO:0042493///GO:0045741///GO:0048536///GO:0048870///GO:0050830///GO:0051088///GO:0051272///GO:0055099,GO:0005737///GO:0005829///GO:0005886///GO:0005887///GO:0009986///GO:0015629///GO:0016020///GO:0016021///GO:0016324///GO:0045121///GO:0005911///GO:0005925///GO:0032587,20,7.93316294689e-05,0.1
