UniProtID,function,process,component,degree,betweenness_centrality,clustering_coefficent
O94885,GO:0008022///GO:0019901///GO:0031435///GO:0032947,GO:0000209///GO:0010595///GO:0031666///GO:0043507///GO:0045766///GO:1900044///GO:1900745///GO:1901224///GO:1902498,GO:0043234,14,6.36525387814e-06,0.241758241758
Q9H4B6,GO:0005515///GO:0032947,GO:0001942///GO:0006915///GO:0007165///GO:0030216///GO:0035329///GO:0042127///GO:0043065///GO:0045600///GO:0046620///GO:0050680///GO:0050821///GO:0051091///GO:0060044///GO:0060412///GO:0060487///GO:0060575///GO:2000036,GO:0005634///GO:0005737///GO:0005829,57,0.000623840061926,0.0733082706767
Q9BRG2,GO:0005070///GO:0005085///GO:0005515,GO:0007254///GO:0007264///GO:0009967///GO:0043547,GO:0005622,1,0.0,0.0
Q8TF72,GO:0003779///GO:0051015,GO:0000902///GO:0001843///GO:0002064///GO:0007275///GO:0007389///GO:0008360///GO:0043482///GO:0045176,GO:0005737///GO:0005856///GO:0005874///GO:0005912///GO:0016324///GO:0030054///GO:0043296,17,1.01474679436e-05,0.102941176471
O43166,GO:0003674///GO:0005096///GO:0046875,GO:0008150///GO:0031532///GO:0043087///GO:0048013///GO:0048167///GO:0048814///GO:0050770///GO:0051056///GO:0061001///GO:0090630,GO:0005575///GO:0005737///GO:0005856///GO:0005886///GO:0014069///GO:0016020///GO:0030054///GO:0043005///GO:0043197///GO:0045202///GO:0045211,14,2.41388938313e-05,0.043956043956
O60292,GO:0005096,GO:0001654///GO:0002244///GO:0003382///GO:0007010///GO:0043547///GO:0051056///GO:0090162,GO:0001725///GO:0005615///GO:0005886///GO:0016020///GO:0016324///GO:0045177///GO:0061689,9,7.87635335928e-06,0.305555555556
P78524,GO:0005085///GO:0017112,GO:0043547///GO:0070374,,5,5.01754266857e-06,0.2
O15056,GO:0000166///GO:0003676///GO:0003723///GO:0004438///GO:0004439///GO:0005515///GO:0016787///GO:0034596///GO:0042578///GO:0043813///GO:0052629,GO:0006661///GO:0036092///GO:0046856///GO:0061024,GO:0005737///GO:0005829///GO:0005856///GO:0005886///GO:0016020///GO:0030424///GO:0042995///GO:0045121,12,1.92898277515e-05,0.242424242424
Q13470,GO:0000166///GO:0004672///GO:0004713///GO:0004715///GO:0004871///GO:0005102///GO:0005515///GO:0005524///GO:0016301///GO:0016740,GO:0006468///GO:0007169///GO:0016310///GO:0016477///GO:0030154///GO:0030308///GO:0038083///GO:0042127///GO:0045087///GO:0046580///GO:0046777,GO:0005737///GO:0005829///GO:0016020///GO:0031234,4,3.31453237767e-07,0.166666666667
Q8IZW8,GO:0003779///GO:0005515,GO:0006915///GO:0008104,GO:0005737///GO:0005829///GO:0005856///GO:0005925///GO:0030054,6,2.83820523558e-07,0.466666666667
P30291,GO:0000166///GO:0000287///GO:0004672///GO:0004713///GO:0004715///GO:0005515///GO:0005524///GO:0016301///GO:0016740///GO:0046872,GO:0000082///GO:0000086///GO:0000226///GO:0006468///GO:0007049///GO:0007067///GO:0016310///GO:0018108///GO:0030010///GO:0048812///GO:0051301///GO:0051726,GO:0005634///GO:0005654///GO:0005730///GO:0005737,28,2.85660030886e-05,0.156084656085
O15315,GO:0000150///GO:0000166///GO:0003677///GO:0003690///GO:0003697///GO:0005515///GO:0005524///GO:0008094///GO:0000400///GO:0004520,GO:0000707///GO:0000724///GO:0000731///GO:0000732///GO:0001701///GO:0001832///GO:0006281///GO:0006310///GO:0006312///GO:0006974///GO:0007131///GO:0007596///GO:0008284///GO:0010212///GO:0010971///GO:0042148///GO:0061053,GO:0005634///GO:0005654///GO:0005657///GO:0033063,10,5.43470685618e-06,0.288888888889
O43502,GO:0000150///GO:0000166///GO:0003677///GO:0003690///GO:0003697///GO:0005515///GO:0005524///GO:0008094///GO:0008821///GO:0000400,GO:0000707///GO:0000722///GO:0000724///GO:0000731///GO:0000732///GO:0006281///GO:0006310///GO:0006312///GO:0006974///GO:0007062///GO:0007066///GO:0007131///GO:0007141///GO:0007283///GO:0007596///GO:0010212///GO:0010971///GO:0042148,GO:0005634///GO:0005654///GO:0005657///GO:0005737///GO:0005739///GO:0005829///GO:0030054///GO:0033063///GO:0033065///GO:0043231///GO:0048471///GO:0048476,14,0.000196475737887,0.230769230769
O43542,GO:0000150///GO:0000166///GO:0003677///GO:0003690///GO:0003697///GO:0005515///GO:0005524///GO:0008094///GO:0000400///GO:0008821,GO:0000707///GO:0000722///GO:0000724///GO:0000731///GO:0000732///GO:0006281///GO:0006310///GO:0006974///GO:0007131///GO:0010033///GO:0010212///GO:0010824///GO:0036297///GO:0042148///GO:0071140///GO:0090267///GO:0090656,GO:0000784///GO:0005634///GO:0005654///GO:0005657///GO:0005737///GO:0005739///GO:0005829///GO:0033063///GO:0033065///GO:0048471,9,1.77550964284e-06,0.388888888889
Q86UW6,GO:0000166///GO:0004519///GO:0005515///GO:0005524///GO:0016787///GO:0046404,GO:0016310///GO:0090305,GO:0005737///GO:0005829,8,1.24794065245e-06,0.285714285714
P12643,GO:0004745///GO:0005102///GO:0005125///GO:0005160///GO:0005515///GO:0008083///GO:0019211///GO:0039706///GO:0046332///GO:0046982///GO:0070700,GO:0000122///GO:0000187///GO:0001501///GO:0001503///GO:0001649///GO:0001658///GO:0001666///GO:0001701///GO:0001837///GO:0001934///GO:0001938///GO:0002062///GO:0003130///GO:0003181///GO:0003203///GO:0003308///GO:0006029///GO:0006355///GO:0006468///GO:0006954///GO:0007219///GO:0007267///GO:0007275///GO:0007507///GO:0008285///GO:0009790///GO:0009887///GO:0010628///GO:0010629///GO:0010718///GO:0010862///GO:0010894///GO:0010922///GO:0021537///GO:0021978///GO:0030154///GO:0030177///GO:0030282///GO:0030335///GO:0030501///GO:0030509///GO:0031648///GO:0032092///GO:0032348///GO:0033690///GO:0035051///GO:0035054///GO:0035630///GO:0042475///GO:0042482///GO:0042487///GO:0043065///GO:0043410///GO:0043569///GO:0045165///GO:0045597///GO:0045600///GO:0045666///GO:0045669///GO:0045778///GO:0045786///GO:0045892///GO:0045893///GO:0045944///GO:0048468///GO:0048711///GO:0048762///GO:0048839///GO:0051042///GO:0051216///GO:0055007///GO:0055008///GO:0055114///GO:0060039///GO:0060128///GO:0060129///GO:0060317///GO:0060389///GO:0060395///GO:0060485///GO:0060804///GO:0061036///GO:0070374///GO:0071363///GO:0071407///GO:0071773///GO:0072138///GO:0090090///GO:1900745///GO:1901522///GO:1902895///GO:2000065///GO:2000726,GO:0005576///GO:0005615///GO:0009986///GO:0043231///GO:0070724,23,0.000284640507088,0.0790513833992
P22223,GO:0003674///GO:0005509///GO:0046872,GO:0001895///GO:0007155///GO:0007156///GO:0007601///GO:0010628///GO:0010838///GO:0016337///GO:0022405///GO:0031424///GO:0032773///GO:0032912///GO:0034332///GO:0042060///GO:0042493///GO:0043568///GO:0048023///GO:0050896///GO:0051796///GO:0060070///GO:0060901///GO:1902910,GO:0005737///GO:0005886///GO:0005913///GO:0016020///GO:0016021,8,1.54300703373e-07,0.642857142857
Q9ULJ6,GO:0008270///GO:0046872,GO:0001570///GO:0001701///GO:0003007///GO:0006351///GO:0006355///GO:0007296///GO:0007569///GO:0045582///GO:0045747///GO:0045944///GO:0048146///GO:0048589///GO:0048844,GO:0005634///GO:0005654///GO:0005737///GO:0016607///GO:0043231,7,1.13173490064e-05,0.238095238095
Q15554,GO:0003677///GO:0003691///GO:0005515///GO:0008022///GO:0019899///GO:0042162///GO:0042803///GO:0044877///GO:0098505///GO:0003720,GO:0000723///GO:0007004///GO:0007049///GO:0010628///GO:0010629///GO:0016233///GO:0031627///GO:0031848///GO:0032204///GO:0032205///GO:0032206///GO:0032208///GO:0032210///GO:0032214///GO:0051000///GO:0061820///GO:0070198///GO:0090398///GO:1903770///GO:1903824///GO:1904354///GO:1904357///GO:1904430///GO:1905778///GO:1905839///GO:2000773,GO:0000781///GO:0000783///GO:0000784///GO:0005634///GO:0005654///GO:0005694///GO:0016604///GO:0070187///GO:0030870,229,0.00237886720616,0.0276564774381
O94973,GO:0003674///GO:0005515///GO:0008289///GO:0008565///GO:0019901///GO:0035615,GO:0006810///GO:0006886///GO:0006897///GO:0006898///GO:0007018///GO:0015031///GO:0016192///GO:0019886///GO:0043312///GO:0048013///GO:0050690///GO:0060071///GO:0061024///GO:0072583,GO:0005829///GO:0005886///GO:0005905///GO:0016020///GO:0030117///GO:0030122///GO:0030131///GO:0030666///GO:0030667///GO:0030669///GO:0031410///GO:0036020///GO:0101003,30,7.03710976185e-05,0.218390804598
Q92888,GO:0003723///GO:0005085///GO:0005089///GO:0005096///GO:0005515,GO:0007266///GO:0008283///GO:0035023///GO:0043065///GO:0043547///GO:0050771///GO:0051056,GO:0005737///GO:0005829///GO:0005886///GO:0016020,22,2.0752303044e-05,0.04329004329
O75943,GO:0000166///GO:0003682///GO:0003689///GO:0005515///GO:0005524,GO:0000076///GO:0000077///GO:0006260///GO:0006281///GO:0006974///GO:0007049///GO:0007093///GO:0008156///GO:0033314///GO:0042325///GO:1901796,GO:0000790///GO:0005634///GO:0005654///GO:0005730///GO:0031389///GO:0000781,27,1.20842758772e-05,0.136752136752
Q03113,GO:0000166///GO:0001664///GO:0003924///GO:0004871///GO:0005515///GO:0005525///GO:0019001///GO:0031683///GO:0031752///GO:0046872,GO:0001701///GO:0007165///GO:0007186///GO:0007188///GO:0007264///GO:0007266///GO:0007596///GO:0008360///GO:0010762///GO:0030154///GO:0030168///GO:0032006///GO:0032434///GO:0035556///GO:0042493///GO:0042733,GO:0005834///GO:0005886///GO:0005925///GO:0016020///GO:0031526,26,0.000127368168686,0.08
P18075,GO:0005125///GO:0005160///GO:0005515///GO:0008083///GO:0008201///GO:0070700,GO:0001501///GO:0001503///GO:0001654///GO:0001656///GO:0001657///GO:0001707///GO:0001822///GO:0001823///GO:0001837///GO:0003272///GO:0003344///GO:0007275///GO:0007389///GO:0007411///GO:0007435///GO:0008285///GO:0009880///GO:0009887///GO:0010664///GO:0010800///GO:0010862///GO:0010942///GO:0016358///GO:0021502///GO:0030154///GO:0030326///GO:0030501///GO:0030509///GO:0030855///GO:0030902///GO:0032088///GO:0032355///GO:0033280///GO:0034116///GO:0034504///GO:0035239///GO:0042325///GO:0042326///GO:0042347///GO:0042475///GO:0042981///GO:0043065///GO:0043401///GO:0043407///GO:0043434///GO:0045597///GO:0045665///GO:0045666///GO:0045669///GO:0045746///GO:0045786///GO:0045839///GO:0045892///GO:0045893///GO:0045944///GO:0048468///GO:0048593///GO:0048596///GO:0048646///GO:0048738///GO:0048754///GO:0048762///GO:0048812///GO:0050768///GO:0051216///GO:0060037///GO:0060272///GO:0060393///GO:0060395///GO:0060411///GO:0060445///GO:0060485///GO:0060548///GO:0060686///GO:0060687///GO:0060710///GO:0061384///GO:0070487///GO:0071456///GO:0071773///GO:0072040///GO:0072125///GO:0072133///GO:0072134///GO:0072136///GO:1900006///GO:1900106///GO:1905069///GO:2000121,GO:0005576///GO:0005615///GO:0031012///GO:0031982,11,6.59910399004e-05,0.163636363636
O75367,GO:0000182///GO:0000977///GO:0000979///GO:0001046///GO:0003677///GO:0003682///GO:0005515///GO:0010385///GO:0019899///GO:0019901///GO:0030291///GO:0031490///GO:0031492///GO:0044212///GO:0046982,GO:0000122///GO:0006334///GO:0006342///GO:0007549///GO:0016569///GO:0019216///GO:0033128///GO:0034184///GO:0040029///GO:0045618///GO:0045814///GO:0045815///GO:0051572///GO:0061086///GO:0071169///GO:0071901///GO:1901837///GO:1902750///GO:1902882///GO:1902883///GO:1902884///GO:1904815///GO:0001558///GO:0061187,GO:0000228///GO:0000784///GO:0000785///GO:0000786///GO:0000790///GO:0000793///GO:0001739///GO:0001740///GO:0005634///GO:0005694///GO:0005721///GO:0005730///GO:0070062///GO:0035098,35,3.25278476753e-05,0.27731092437
P10721,GO:0000166///GO:0002020///GO:0004672///GO:0004713///GO:0004714///GO:0004716///GO:0005020///GO:0005088///GO:0005515///GO:0005524///GO:0016301///GO:0016740///GO:0019955///GO:0042803///GO:0046872///GO:0046934,GO:0000165///GO:0000187///GO:0001541///GO:0002318///GO:0002320///GO:0002327///GO:0002371///GO:0002551///GO:0002573///GO:0006357///GO:0006468///GO:0006687///GO:0006954///GO:0007165///GO:0007169///GO:0007283///GO:0007286///GO:0008284///GO:0008354///GO:0008360///GO:0008542///GO:0008584///GO:0009314///GO:0010628///GO:0010863///GO:0014066///GO:0014068///GO:0016310///GO:0018108///GO:0019221///GO:0019827///GO:0030032///GO:0030097///GO:0030217///GO:0030218///GO:0030318///GO:0030335///GO:0031274///GO:0031532///GO:0032762///GO:0035019///GO:0035162///GO:0035234///GO:0035556///GO:0035701///GO:0035855///GO:0038093///GO:0038109///GO:0038162///GO:0042127///GO:0042511///GO:0042517///GO:0042523///GO:0043069///GO:0043303///GO:0043406///GO:0043410///GO:0043473///GO:0043547///GO:0043552///GO:0045747///GO:0046427///GO:0046777///GO:0046854///GO:0048015///GO:0048066///GO:0048070///GO:0048103///GO:0048170///GO:0048565///GO:0048863///GO:0050673///GO:0050910///GO:0051091///GO:0060326///GO:0060374///GO:0070662///GO:0097067///GO:0097324///GO:0097326///GO:1905065,GO:0001669///GO:0005615///GO:0005737///GO:0005886///GO:0005911///GO:0009897///GO:0009898///GO:0009986///GO:0016020///GO:0016021///GO:0042629,89,0.00020599979382,0.115423901941
Q13813,GO:0003779///GO:0005088///GO:0005200///GO:0005509///GO:0005515///GO:0005516///GO:0045296///GO:0046872,GO:0000165///GO:0006888///GO:0007010///GO:0007411///GO:0043312///GO:0043547///GO:0051693,GO:0005576///GO:0005737///GO:0005829///GO:0005856///GO:0005938///GO:0008091///GO:0015630///GO:0016020///GO:0035580///GO:0043231///GO:0070062///GO:1903561///GO:1904724,133,0.0010387122327,0.0944406470722
Q92889,GO:0000014///GO:0001094///GO:0003677///GO:0003684///GO:0003697///GO:0004518///GO:0004519///GO:0004520///GO:0005515///GO:0008022///GO:0016787///GO:0047485///GO:0010521///GO:1990599,GO:0000712///GO:0000723///GO:0000724///GO:0006259///GO:0006281///GO:0006283///GO:0006289///GO:0006293///GO:0006295///GO:0006296///GO:0006303///GO:0006974///GO:0009411///GO:0009650///GO:0032205///GO:0033683///GO:0034644///GO:0036297///GO:0061819///GO:0070911///GO:1901255///GO:1904357///GO:1905765///GO:1905768///GO:0051974,GO:0000109///GO:0000110///GO:0000781///GO:0000784///GO:0005634///GO:0005654///GO:0005669///GO:0070522,22,9.84302755667e-06,0.17316017316
Q92845,GO:0005515///GO:0019894,GO:0006461///GO:0006890///GO:0007017///GO:0007018///GO:0007165///GO:0008104///GO:0008285///GO:0019886///GO:0035735///GO:0043066///GO:0046587///GO:0072383,GO:0000794///GO:0005783///GO:0005794///GO:0005813///GO:0005829///GO:0005871///GO:0005929///GO:0005930///GO:0015630///GO:0016939///GO:0030990///GO:0032391///GO:0036064///GO:0070062///GO:0097542///GO:1990075///GO:0005876,21,4.69313163307e-05,0.104761904762
P30260,GO:0005515///GO:0019903,GO:0007091///GO:0008283///GO:0016567///GO:0031145///GO:0042787///GO:0043161///GO:0051436///GO:0051437///GO:0051439///GO:0070979,GO:0005634///GO:0005654///GO:0005680///GO:0005737///GO:0005813///GO:0005819///GO:0005829///GO:0005876,79,0.000333705412089,0.157091853294
Q13042,GO:0005515,GO:0007049///GO:0007067///GO:0007088///GO:0008283///GO:0016567///GO:0031145///GO:0042787///GO:0043161///GO:0051301///GO:0051436///GO:0051437///GO:0051439///GO:0070979,GO:0005634///GO:0005654///GO:0005680///GO:0005737///GO:0005813///GO:0005815///GO:0005819///GO:0005829///GO:0005856///GO:0005876,52,4.31203268636e-05,0.286576168929
P49840,GO:0000166///GO:0004672///GO:0004674///GO:0005515///GO:0005524///GO:0016301///GO:0016740///GO:0034236///GO:0050321,GO:0003073///GO:0003214///GO:0005975///GO:0005977///GO:0006468///GO:0007212///GO:0007399///GO:0008286///GO:0009968///GO:0010905///GO:0016055///GO:0016310///GO:0030819///GO:0032007///GO:0032869///GO:0036016///GO:0036498///GO:0043161///GO:0045719///GO:0045732///GO:0045823///GO:0046325///GO:0046627///GO:0061052///GO:0071879///GO:0090090///GO:0097192///GO:0099565///GO:1901030///GO:1903146///GO:1903955///GO:1904227///GO:2000077///GO:2000466///GO:2000467,GO:0005739///GO:0005829///GO:0030877///GO:0098794,49,0.000204711157208,0.0756802721088
P13056,GO:0000978///GO:0001078///GO:0003677///GO:0003700///GO:0003707///GO:0004872///GO:0005515///GO:0008270///GO:0042803///GO:0042826///GO:0043565///GO:0046872,GO:0000122///GO:0006351///GO:0006355///GO:0006367///GO:0043401///GO:0045892///GO:0048386,GO:0005634///GO:0005654///GO:0016605,28,1.50952852658e-05,0.391534391534
Q8N9N2,GO:0003723///GO:0005515,GO:0006307///GO:0006351///GO:0006355,GO:0005634///GO:0005654///GO:0005667///GO:0031594,7,2.45684810621e-05,0.428571428571
O75293,GO:0005515,GO:0000185///GO:0000186///GO:0006469///GO:0006915///GO:0006950///GO:0007275///GO:0030154///GO:0043065///GO:0046330///GO:0051726///GO:1900745,GO:0005634///GO:0005737,14,3.71610415564e-06,0.32967032967
Q99683,GO:0000166///GO:0000287///GO:0004672///GO:0004674///GO:0004709///GO:0005515///GO:0005524///GO:0016301///GO:0016740///GO:0019901///GO:0019903///GO:0042803///GO:0046872,GO:0000165///GO:0000186///GO:0000187///GO:0001934///GO:0002376///GO:0002931///GO:0006468///GO:0006915///GO:0007254///GO:0007257///GO:0008631///GO:0010666///GO:0010941///GO:0016032///GO:0016310///GO:0034976///GO:0038066///GO:0042060///GO:0043065///GO:0043280///GO:0043507///GO:0045087///GO:0045663///GO:0046330///GO:0070059///GO:0070301///GO:0071356///GO:0072577///GO:0097190///GO:0097300///GO:1900745///GO:1901216///GO:1902170///GO:1904707,GO:0005737///GO:0005783///GO:0005829///GO:0009897///GO:1902911///GO:1990604,1,0.0,0.0
Q13838,GO:0000166///GO:0003676///GO:0003723///GO:0004004///GO:0004386///GO:0005515///GO:0005524///GO:0008186///GO:0016787///GO:0016887///GO:0017070///GO:0030621///GO:0032403///GO:0042802///GO:0043008,GO:0000245///GO:0000398///GO:0001889///GO:0006369///GO:0006397///GO:0006405///GO:0006406///GO:0006810///GO:0008380///GO:0010501///GO:0031124///GO:0032786///GO:0045727///GO:0046784///GO:0051028///GO:0061051///GO:1904707///GO:2000002///GO:2000573,GO:0000346///GO:0005634///GO:0005654///GO:0005681///GO:0005737///GO:0016363///GO:0016607///GO:0043234///GO:0005687///GO:0005688,74,0.000246030695039,0.120696038504
Q9H9A7,GO:0000166///GO:0005515,GO:0000731///GO:0000732///GO:0002021///GO:0002023///GO:0006260///GO:0009749///GO:0035264///GO:0042593///GO:1901796,GO:0005634///GO:0005654///GO:0016604,15,7.24474779016e-06,0.295238095238
Q12955,GO:0005200///GO:0005515///GO:0008092///GO:0030507///GO:0030674///GO:0044325///GO:0045296,GO:0000281///GO:0006888///GO:0007009///GO:0007016///GO:0007165///GO:0007409///GO:0007528///GO:0010628///GO:0010650///GO:0010765///GO:0010960///GO:0019228///GO:0034112///GO:0043001///GO:0043266///GO:0045184///GO:0045838///GO:0071286///GO:0071709///GO:0072659///GO:0072660///GO:0072661///GO:0090314///GO:1900827///GO:1902260///GO:2000651///GO:2001259,GO:0005737///GO:0005764///GO:0005783///GO:0005794///GO:0005829///GO:0005856///GO:0005886///GO:0009986///GO:0014704///GO:0014731///GO:0016020///GO:0016323///GO:0016328///GO:0016529///GO:0030018///GO:0030054///GO:0030315///GO:0030424///GO:0030425///GO:0031594///GO:0033268///GO:0042383///GO:0042995///GO:0043005///GO:0043034///GO:0043194///GO:0045202///GO:0045211///GO:0005923///GO:0009925,17,0.000203377498223,0.0367647058824
Q8NHZ8,GO:0005515,GO:0007049///GO:0007067///GO:0016567///GO:0030071///GO:0031145///GO:0042787///GO:0043161///GO:0051301///GO:0051436///GO:0051437///GO:0051439///GO:0070979,GO:0005634///GO:0005654///GO:0005680///GO:0005829,27,1.26299823479e-05,0.598290598291
P22736,GO:0001077///GO:0003677///GO:0003700///GO:0003707///GO:0004879///GO:0005515///GO:0008270///GO:0043565///GO:0046872///GO:0046982,GO:0001938///GO:0002042///GO:0006351///GO:0006355///GO:0006367///GO:0007165///GO:0030522///GO:0035767///GO:0035924///GO:0043401///GO:0044344///GO:0045444///GO:0045786///GO:0045944///GO:0061469///GO:0071376,GO:0005634///GO:0005654///GO:0005737///GO:0005829///GO:0031965,103,0.000948629810971,0.0563487530935
Q9Y5B0,GO:0004721///GO:0005515///GO:0008420///GO:0016787,GO:0006366///GO:0006368///GO:0006470///GO:0007049///GO:0007067///GO:0010458///GO:0050434///GO:0051301///GO:0061052///GO:0070940,GO:0000922///GO:0005634///GO:0005654///GO:0005737///GO:0005813///GO:0005815///GO:0005819///GO:0005856///GO:0015629///GO:0016591///GO:0016607///GO:0030496///GO:0051233,51,4.5045555919e-05,0.153725490196
P33151,GO:0005102///GO:0005509///GO:0005515///GO:0008013///GO:0019903///GO:0044325///GO:0046872,GO:0001955///GO:0007043///GO:0007155///GO:0007156///GO:0007179///GO:0008285///GO:0016337///GO:0034332///GO:1903142///GO:2000114,GO:0005886///GO:0005911///GO:0005912///GO:0005923///GO:0009897///GO:0009986///GO:0016020///GO:0016021///GO:0030054///GO:0071944,25,3.6414805039e-05,0.133333333333
P10586,GO:0004721///GO:0004725///GO:0005001///GO:0008201///GO:0016787///GO:0016791///GO:0032403///GO:0035373,GO:0006470///GO:0007155///GO:0007185///GO:0010975///GO:0016311///GO:0016477///GO:0031102///GO:0035335///GO:0048679///GO:1900121,GO:0005886///GO:0005887///GO:0016020///GO:0016021///GO:0043005///GO:0043025///GO:0070062,22,3.60175185816e-05,0.125541125541
P05181,GO:0004497///GO:0005506///GO:0008392///GO:0016491///GO:0016705///GO:0016709///GO:0016712///GO:0019825///GO:0019899///GO:0020037///GO:0046872,GO:0006641///GO:0006805///GO:0008202///GO:0010193///GO:0010243///GO:0016098///GO:0017144///GO:0018885///GO:0018910///GO:0019373///GO:0042197///GO:0042493///GO:0045471///GO:0046483///GO:0055114,GO:0000139///GO:0005739///GO:0005783///GO:0005789///GO:0016020///GO:0031090///GO:0031227///GO:0043231,15,0.000207379378841,0.00952380952381
Q01082,GO:0003723///GO:0003779///GO:0005088///GO:0005200///GO:0005515///GO:0005516///GO:0005543///GO:0030506///GO:0032403///GO:0045296///GO:0051020,GO:0000165///GO:0000281///GO:0006888///GO:0007009///GO:0007010///GO:0007182///GO:0007184///GO:0007411///GO:0043001///GO:0043547///GO:0051693///GO:0071709///GO:0072661///GO:1900042///GO:1903076///GO:1903078,GO:0005634///GO:0005730///GO:0005737///GO:0005829///GO:0005856///GO:0005886///GO:0008091///GO:0014069///GO:0014731///GO:0016020///GO:0030673///GO:0030863///GO:0031430///GO:0032437///GO:0043234///GO:0070062,99,0.00040014459399,0.0946196660482
O75398,GO:0003677///GO:0003700///GO:0005515///GO:0046872,GO:0001662///GO:0001843///GO:0006351///GO:0006355///GO:0006357///GO:0006366///GO:0007275///GO:0007281///GO:0007399///GO:0008542///GO:0009653///GO:0033599///GO:0045892///GO:0045893///GO:0048706,GO:0001650///GO:0005576///GO:0005634///GO:0005667///GO:0005737,21,1.81266080588e-05,0.0571428571429
Q92835,GO:0004445///GO:0005515///GO:0016314///GO:0016787///GO:0017124///GO:0034485///GO:0034594///GO:0051425///GO:0052659,GO:0002376///GO:0006661///GO:0006796///GO:0006915///GO:0007165///GO:0008285///GO:0008340///GO:0009968///GO:0016064///GO:0030853///GO:0030889///GO:0035556///GO:0043065///GO:0043647///GO:0045409///GO:0045579///GO:0045621///GO:0045648///GO:0045656///GO:0045659///GO:0045671///GO:0045779///GO:0046856///GO:0050777///GO:0050852///GO:0050869///GO:0050900,GO:0005737///GO:0005829///GO:0005856///GO:0005886///GO:0016020///GO:0045121,45,6.10911498847e-05,0.181818181818
Q9ULK4,GO:0003713///GO:0005515,GO:0006351///GO:0006355///GO:0006357///GO:0006367,GO:0005634///GO:0005654///GO:0005667,46,0.000101983567832,0.306280193237
Q9Y5X9,GO:0004465///GO:0004620///GO:0004806///GO:0008201///GO:0008970///GO:0016787///GO:0052689,GO:0006629///GO:0007584///GO:0008283///GO:0009395///GO:0010983///GO:0016042///GO:0032376///GO:0034375///GO:0042632///GO:0043691///GO:0044241///GO:0050746///GO:0055091,GO:0005576///GO:0005615///GO:0005769///GO:0005794///GO:0009986,2,4.43600512328e-08,0.0
P02549,GO:0003779///GO:0005088///GO:0005200///GO:0005509///GO:0005515///GO:0046872///GO:0046982///GO:0051015,GO:0000165///GO:0002260///GO:0006779///GO:0006888///GO:0007009///GO:0007015///GO:0007411///GO:0008360///GO:0030036///GO:0030097///GO:0032092///GO:0042102///GO:0043547///GO:0051693,GO:0005737///GO:0005829///GO:0005856///GO:0005938///GO:0008091///GO:0009898///GO:0014731///GO:0015629///GO:0016020///GO:0030424///GO:0030863///GO:0031235///GO:0032437,26,1.45078359197e-05,0.12
P68106,GO:0003755///GO:0005102///GO:0005515///GO:0005528///GO:0016853///GO:0019855///GO:0030551///GO:0044325///GO:0005219,GO:0000413///GO:0002027///GO:0006458///GO:0006939///GO:0007204///GO:0009749///GO:0010033///GO:0010459///GO:0010880///GO:0010881///GO:0014808///GO:0019227///GO:0022417///GO:0030073///GO:0032515///GO:0033197///GO:0034220///GO:0035584///GO:0042026///GO:0042098///GO:0042542///GO:0048680///GO:0051209///GO:0051280///GO:0051284///GO:0051480///GO:0051775///GO:0060314///GO:0060315///GO:0061077///GO:0061179///GO:0086064///GO:1903779,GO:0005737///GO:0005829///GO:0016020///GO:0016529///GO:0030018///GO:0033017///GO:0034704///GO:0043231,3,5.38245626502e-07,0.333333333333
P62879,GO:0003924///GO:0004871///GO:0005246///GO:0005515///GO:0032403///GO:0051020,GO:0006457///GO:0007165///GO:0007186///GO:0071377,GO:0005615///GO:0005737///GO:0005765///GO:0005829///GO:0005886///GO:0005925///GO:0016020///GO:0031982///GO:0043209///GO:0043234///GO:0044297///GO:0048471///GO:0070062,52,0.000389190376488,0.0490196078431
Q9Y3R0,GO:0003713///GO:0005515///GO:0008013///GO:0008022///GO:0030159///GO:0035259///GO:0050681,GO:0008104///GO:0016358///GO:0030521///GO:0035556///GO:0045893,GO:0005783///GO:0005829///GO:0005886///GO:0016020///GO:0030054///GO:0030425///GO:0031410///GO:0043005///GO:0045121///GO:0045202///GO:0045211///GO:0055037,45,0.000287464056797,0.130303030303
Q00403,GO:0001047///GO:0003677///GO:0005515///GO:0008134///GO:0008270///GO:0017025///GO:0046872///GO:0046966,GO:0006351///GO:0006352///GO:0006355///GO:0006366///GO:0006367///GO:0006368///GO:0016032///GO:0042795///GO:0050434,GO:0005634///GO:0005654///GO:0005669///GO:0016604,72,0.000150796447823,0.111502347418
P29083,GO:0005515///GO:0043565///GO:0046872,GO:0006351///GO:0006355///GO:0006366///GO:0006367///GO:0006368///GO:0016032///GO:0042795,GO:0005634///GO:0005654///GO:0005669///GO:0005829,43,0.000141588376551,0.14950166113
P35269,GO:0003677///GO:0003713///GO:0003723///GO:0003824///GO:0005515///GO:0008134///GO:0019211,GO:0000398///GO:0006351///GO:0006355///GO:0006366///GO:0006367///GO:0006368///GO:0006370///GO:0008543///GO:0009615///GO:0010467///GO:0032968///GO:0042795///GO:0043085///GO:0045944///GO:0050434,GO:0005634///GO:0005654///GO:0005669///GO:0005674///GO:0030054///GO:0043231,61,0.000106261749871,0.119672131148
